ID,Name,Definition,Source,Namespace,Primary_System,Subcategory_Code,Subcategory_Name,Subcategory_Description,All_Systems,Inflammation_Polarity,Confidence_Score,Decision_Path,Classification_Date,Version
GO:0035041,sperm DNA decondensation,Unwinding of the condensed nuclear chromatin of an inactive male pronucleus after fertilization.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:55,v8.0
GO:0035112,genitalia morphogenesis,"The process in which the anatomical structures of genitalia are generated and organized. The genitalia are the organs of reproduction or generation, external and internal.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:55,v8.0
GO:0035262,gonad morphogenesis,"The process in which the anatomical structures of the gonads are generated and organized. A gonad is an animal organ producing gametes, e.g. the testes or the ovary in mammals.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:55,v8.0
GO:0040020,regulation of meiotic nuclear division,"Any process that modulates the frequency, rate or extent of meiotic nuclear division, the process in which the nucleus of a diploid cell divides twice forming four haploid cells, one or more of which usually function as gametes.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:56,v8.0
GO:0043934,sporulation,"The process whose specific outcome is the progression of a spore over time, from its initiation to the mature structure. A spore is a structure that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:56,v8.0
GO:0043935,sexual sporulation resulting in formation of a cellular spore,"The formation of spores derived from the products of meiosis. A cellular spore is a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System E: Reproduction & Continuity', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:56,v8.0
GO:0043936,asexual sporulation resulting in formation of a cellular spore,"The formation of a cellular spore derived from the products of mitosis. A cellular spore is a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System E: Reproduction & Continuity', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:56,v8.0
GO:0044849,estrous cycle,"A type of ovulation cycle, which occurs in most mammalian therian females, where the endometrium is resorbed if pregnancy does not occur.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:57,v8.0
GO:0044850,menstrual cycle,A type of ovulation cycle where the endometrium is shed if pregnancy does not occur.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:57,v8.0
GO:0045729,respiratory burst at fertilization,"The phase of elevated metabolic activity, during which oxygen consumption increases, that occurs at fertilization. An enhanced uptake of oxygen leads to the production of hydrogen peroxide (H2O2), superoxide anions and hydroxyl radicals. Capacitation, a necessary prerequisite event to successful fertilization, can be induced by reactive oxygen species in vitro; hydrogen peroxide is used as an extracellular oxidant to cross-link the protective surface envelopes.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System C: Energy & Metabolic Homeostasis', 'System E: Reproduction & Continuity']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:57,v8.0
GO:0046692,sperm competition,Any process that contributes to the success of sperm fertilization in multiply-mated females.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:57,v8.0
GO:0046844,chorion micropyle formation,"Establishment of the micropyle, a single cone-shaped specialization of the chorion that allows sperm entry into the egg prior to fertilization.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:57,v8.0
GO:0048229,gametophyte development,"The process whose specific outcome is the progression of the gametophyte over time, from its formation to the mature structure. The gametophyte is the gamete-producing individual or phase in the life cycle having alternation of generations. An example of this process is found in Arabidopsis thaliana.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:57,v8.0
GO:0048232,male gamete generation,Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System E: Reproduction & Continuity', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:57,v8.0
GO:0048240,sperm capacitation,"A process required for sperm to reach fertilization competence. Sperm undergo an incompletely understood series of morphological and molecular maturational processes, termed capacitation, involving, among other processes, protein tyrosine phosphorylation and increased intracellular calcium.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System C: Energy & Metabolic Homeostasis', 'System E: Reproduction & Continuity']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:57,v8.0
GO:0048315,conidium formation,"The process of producing non-motile spores, called conidia, via mitotic asexual reproduction in higher fungi. Conidia are haploid cells genetically identical to their haploid parent. They are produced by conversion of hyphal elements, or are borne on sporogenous cells on or within specialized structures termed conidiophores, and participate in dispersal of the fungus.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:58,v8.0
GO:0048477,oogenesis,The complete process of formation and maturation of an ovum or female gamete from a primordial female germ cell. Examples of this process are found in Mus musculus and Drosophila melanogaster.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System C: Energy & Metabolic Homeostasis', 'System E: Reproduction & Continuity']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:58,v8.0
GO:0060135,maternal process involved in female pregnancy,A reproductive process occurring in the mother that allows an embryo or fetus to develop within it.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060136,embryonic process involved in female pregnancy,A reproductive process occurring in the embryo or fetus that allows the embryo or fetus to develop within the mother.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060179,male mating behavior,The specific behavior of a male organism that is associated with reproduction.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060180,female mating behavior,The specific behavior of a female organism that is associated with reproduction.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060206,estrous cycle phase,"The progression of physiological phases, occurring in the endometrium during the estrous cycle that recur at regular intervals during the reproductive years. The estrous cycle is an ovulation cycle where the endometrium is resorbed if pregnancy does not occur.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060467,negative regulation of fertilization,"Any process that decreases the rate, frequency or extent of fertilization. Fertilization is the union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy).",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060468,prevention of polyspermy,"The negative regulation of fertilization process that takes place as part of egg activation, ensuring that only a single sperm fertilizes the egg.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060470,positive regulation of cytosolic calcium ion concentration involved in egg activation,The process that increases the concentration of calcium ions in the cytosol after fertilization or the physiological activation of an egg.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060474,positive regulation of flagellated sperm motility involved in capacitation,The process in which the controlled movement of a flagellated sperm cell is initiated as part of the process required for flagellated sperm to reach fertilization competence.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060637,positive regulation of lactation by mesenchymal-epithelial cell signaling,"The process that increases the rate, frequency, or extent of lactation as a result of the secretion of a signal from the mammary fat and its reception by a mammary epithelial cell.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System E: Reproduction & Continuity', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:05:59,v8.0
GO:0060745,mammary gland branching involved in pregnancy,The process in which the branching structure of the mammary gland duct is generated and organized as a part of pregnancy.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0060748,tertiary branching involved in mammary gland duct morphogenesis,The branching process in which the mammary gland ducts form tertiary branches off of the secondary branches as part of diestrus and pregnancy.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:05:59,v8.0
GO:0061458,reproductive system development,The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction.,GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:00,v8.0
GO:0061794,conidium development,"The process whose specific outcome is the progression of conidium over time, from its formation to the mature structure. Conidia are non-motile spores produced via mitotic asexual reproduction in higher fungi; they are haploid cells genetically identical to their haploid parent. They are produced by conversion of hyphal elements, or are borne on sporogenous cells on or within specialized structures termed conidiophores, and participate in dispersal of the fungus.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:00,v8.0
GO:0072520,seminiferous tubule development,"The reproductive developmental process whose specific outcome is the progression of the seminiferous tubule over time, from its formation to the mature structure. Seminiferous tubules are ducts located in the testicles, and are the specific location of meiosis, and the subsequent creation of gametes, namely spermatozoa.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System E: Reproduction & Continuity', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:06:01,v8.0
GO:0075263,oogonium development,"The process that leads to the development of an oogonium, a female gametangium of Oomycetes, containing one or more gametes.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:01,v8.0
GO:0075264,regulation of oogonium development,"Any process that modulates the frequency, rate or extent of oogonium development, a process that leads to the formation of a female gametangium of oomycetes, containing one or more gametes.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:01,v8.0
GO:0075265,positive regulation of oogonium development,"Any process that activates, maintains or increases the frequency, rate or extent of oogonium development, a process that leads to the formation of a female gametangium of oomycetes, containing one or more gametes.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:01,v8.0
GO:0075266,negative regulation of oogonium development,"Any process that stops, prevents, or reduces the frequency, rate or extent of oogonium development, a process that leads to the formation of a female gametangium of oomycetes, containing one or more gametes.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:01,v8.0
GO:0075285,sexual sporulation resulting in formation of a multicellular or syncytial spore,"The formation of multicellular or syncytial spore via septations derived from meiosis. A multicellular or syncytial spore is a structure that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation","['System E: Reproduction & Continuity', 'System 0: General Molecular Machinery']",,0.8,"['pattern_matching', 'priority_rule_E']",2025-12-24 18:06:01,v8.0
GO:0075306,regulation of conidium formation,"Any process that modulates the frequency, rate or extent of conidium formation, a process of producing non-motile spores, called conidia, via mitotic asexual reproduction in higher fungi. Conidia are haploid cells genetically identical to their haploid parent. They are produced by conversion of hyphal elements, or are borne on sporogenous cells on or within specialized structures termed conidiophores, and participate in dispersal of the fungus.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:01,v8.0
GO:0075307,positive regulation of conidium formation,"Any process that activates, maintains or increases the frequency, rate or extent of conidium formation, a process of producing non-motile spores, called conidia, via mitotic asexual reproduction in higher fungi. Conidia are haploid cells genetically identical to their haploid parent. They are produced by conversion of hyphal elements, or are borne on sporogenous cells on or within specialized structures termed conidiophores, and participate in dispersal of the fungus.",GO,biological_process,System E: Reproduction & Continuity,E1,Reproduction,"Gametogenesis, reproductive endocrine, fertilization, gestation",['System E: Reproduction & Continuity'],,0.9,"['pattern_matching', 'single_match_E']",2025-12-24 18:06:01,v8.0
